cellId,cycle,time,current,voltage,capacityAh,chargeCapacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,sourceFile,dataProvenance,referenceNominalCapacityAh,capacityScaleFactor
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,0.0,0.0,2.999,0.0,0.0,,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,50.038,0.0,2.999,0.0,0.0,,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,50.038999999999994,0.549,3.018,0.0,0.0,,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,52.346,0.549,3.028,0.0,0.0,,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,212.56600000000003,0.549,3.165,0.0,0.024,2.3010546500479387,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,442.98800000000006,0.549,3.258,0.0,0.059,5.656759348034516,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,683.3030000000001,0.549,3.274,0.0,0.096,9.204218600191755,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,923.6870000000001,0.549,3.286,0.0,0.133,12.751677852348994,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,1153.9550000000002,0.549,3.304,0.0,0.168,16.107382550335572,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
SNL_18650_LFP_25C_0-100_0.5-3C_d,1,1394.2990000000002,0.549,3.32,0.0,0.205,19.65484180249281,0.9654545454545455,1.1,BatteryLife-v11/SNL,SNL_18650_LFP_25C_0-100_0.5-3C_d.pkl,measured-source-data,1.1,1.0
