cellId,cycle,time,current,voltage,capacityAh,chargeCapacityAh,referenceSoc,soh,nominalCapacityAh,sourceDataset,sourceFile,dataProvenance,referenceNominalCapacityAh,capacityScaleFactor
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,0.0,1.624,3.454,0.0,0.054,1.7578125,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,120.02400000000489,1.624,3.483,0.0,0.108,3.515625,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,360.0720000000001,1.624,3.525,0.0,0.216,7.03125,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,600.1200000000099,1.624,3.563,0.0,0.324,10.546875,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,960.1770000000106,1.624,3.618,0.0,0.487,15.852864583333332,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,1200.2250000000058,1.624,3.644,0.0,0.595,19.368489583333332,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,1560.273000000001,1.624,3.68,0.0,0.758,24.674479166666664,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,1920.298999999999,1.624,3.715,0.0,0.92,29.947916666666664,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,2160.347000000009,1.624,3.737,0.0,1.029,33.49609375,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,2520.4199999999983,1.624,3.768,0.0,1.191,38.76953125,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,2880.4919999999984,1.624,3.802,0.0,1.354,44.075520833333336,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,3120.540000000008,1.624,3.827,0.0,1.462,47.59114583333333,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,3480.613000000012,1.624,3.869,0.0,1.624,52.864583333333336,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,3720.6610000000073,1.624,3.899,0.0,1.733,56.41276041666667,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,4080.7330000000075,1.624,3.947,0.0,1.895,61.686197916666664,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,4440.806000000011,1.624,3.995,0.0,2.058,66.9921875,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,4680.854000000007,1.624,4.026,0.0,2.166,70.5078125,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,5040.926000000007,1.624,4.074,0.0,2.329,75.81380208333333,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
SNL_18650_NCA_25C_0-100_0.5-1C_a,1,5280.975000000006,1.624,4.11,0.0,2.437,79.32942708333333,0.9540624999999999,3.2,BatteryLife-v11/SNL,SNL_18650_NCA_25C_0-100_0.5-1C_a.pkl,measured-source-data,3.2,1.0
